PCA 1,PCA 2,mpg,cylinders,displacement,horsepower,weight,acceleration,model-year,origin,car-name
-1.787789867511977,0.5951560178710056,30.5,4,97.0,78.0,2190.0,14.1,77,2,"""volkswagen dasher"""
-0.585956862151236,0.9321674285465291,22.0,6,146.0,97.0,2815.0,14.5,77,3,"""datsun 810"""
-0.5943306851640336,0.8381084504603256,21.5,4,121.0,110.0,2600.0,12.8,77,2,"""bmw 320i"""
-1.3524936634358784,1.4604324017822659,21.5,3,80.0,110.0,2720.0,13.5,77,3,"""mazda rx-4"""
-3.6172716014453923,-0.8710288704060811,43.1,4,90.0,48.0,1985.0,21.5,78,2,"""volkswagen rabbit custom dies"
-2.1116485701577474,-0.2601984817638342,36.1,4,98.0,66.0,1800.0,14.4,78,1,"""ford fiesta"""
-3.2584031487013294,0.20692256563637024,32.8,4,78.0,52.0,1985.0,19.4,78,3,"""mazda glc deluxe"""
-3.253188383413965,0.29126381627196707,39.4,4,85.0,70.0,2070.0,18.6,78,3,"""datsun b210 gx"""
-3.0864686814323163,0.6922267739398272,36.1,4,91.0,60.0,1800.0,16.4,78,3,"""honda civic cvcc"""
1.3846593172475778,-1.0459372696337226,19.9,8,260.0,110.0,3365.0,15.5,78,1,"""oldsmobile cutlass salon brou"
2.3499998072915997,-0.7626599414786327,19.4,8,318.0,140.0,3735.0,13.2,78,1,"""dodge diplomat"""
2.195793656881677,-0.6512130521600419,20.2,8,302.0,139.0,3570.0,12.8,78,1,"""mercury monarch ghia"""
0.5016928163073794,-1.4775877659922407,19.2,6,231.0,105.0,3535.0,19.2,78,1,"""pontiac phoenix lj"""
0.12465967824761204,-1.2325462136498815,20.5,6,200.0,95.0,3155.0,18.2,78,1,"""chevrolet malibu"""
0.1761025379078557,-0.841142001699973,20.2,6,200.0,85.0,2965.0,15.8,78,1,"""ford fairmont (auto)"""
-0.8289610348989453,-0.5299101241339889,25.1,4,140.0,88.0,2720.0,15.4,78,1,"""ford fairmont (man)"""
0.5036989114520375,-1.1623883873922418,20.5,6,225.0,100.0,3430.0,17.2,78,1,"""plymouth volare"""
0.37788598359145537,-1.134078251882753,19.4,6,232.0,90.0,3210.0,17.2,78,1,"""amc concord"""
0.6853725773673336,-0.9281031857909923,20.6,6,231.0,105.0,3380.0,15.8,78,1,"""buick century special"""
0.1098778022108769,-1.0114377453656198,20.8,6,200.0,85.0,3070.0,16.7,78,1,"""mercury zephyr"""
0.6476591885367134,-1.3950120023842911,18.6,6,225.0,110.0,3620.0,18.7,78,1,"""dodge aspen"""
1.1543943621189139,-0.794150871255093,18.1,6,258.0,120.0,3410.0,15.1,78,1,"""amc concord d/l"""
2.2120573477413052,-0.6540246126164028,19.2,8,305.0,145.0,3425.0,13.2,78,1,"""chevrolet monte carlo landau"""
1.712319369522687,-0.3778898333053427,17.7,6,231.0,165.0,3445.0,13.4,78,1,"""buick regal sport coupe (turb"
2.2798090169600433,-0.2945334544136031,18.1,8,302.0,139.0,3205.0,11.2,78,1,"""ford futura"""
2.5601978935610066,-0.9082723402855966,17.5,8,318.0,140.0,4080.0,13.7,78,1,"""dodge magnum xe"""
-1.8218124204549981,-0.610573349204188,30.0,4,98.0,68.0,2155.0,16.5,78,1,"""chevrolet chevette"""
-1.5524731299789662,0.9689732636813618,27.5,4,134.0,95.0,2560.0,14.2,78,3,"""toyota corona"""
-1.7488304967615553,0.9828978348483591,27.2,4,119.0,97.0,2300.0,14.7,78,3,"""datsun 510"""
-1.5378538724859032,-0.3178782323701239,30.9,4,105.0,75.0,2230.0,14.5,78,1,"""dodge omni"""
-1.314723699502551,0.9464328658683989,21.1,4,134.0,95.0,2515.0,14.8,78,3,"""toyota celica gt liftback"""
-0.6076087027565797,-0.6896057602443023,23.2,4,156.0,105.0,2745.0,16.7,78,1,"""plymouth sapporo"""
-0.8987687985554569,-0.9119821228216288,23.8,4,151.0,85.0,2855.0,17.6,78,1,"""oldsmobile starfire sx"""
-1.5547154164947536,0.9561581769596755,23.9,4,119.0,97.0,2405.0,14.9,78,3,"""datsun 200-sx"""
-0.5764377925403907,0.020332865203757766,20.3,5,131.0,103.0,2830.0,15.9,78,2,"""audi 5000"""
0.5492247034498919,0.27511156180291124,17.0,6,163.0,125.0,3140.0,13.6,78,2,"""volvo 264gl"""
-0.7913887020280804,0.17086966096320402,21.6,4,121.0,115.0,2795.0,15.7,78,2,"""saab 99gle"""
0.5888042088507799,-0.10102601972412367,16.2,6,163.0,133.0,3410.0,15.8,78,2,"""peugeot 604sl"""
-2.17200849824104,0.31698949379395536,31.5,4,89.0,71.0,1990.0,14.9,78,2,"""volkswagen scirocco"""
-2.5085537727740364,0.6528238732275418,29.5,4,98.0,68.0,2135.0,16.6,78,3,"""honda accord lx"""
0.660617598677167,-0.9979475318097973,21.5,6,231.0,115.0,3245.0,15.4,79,1,"""pontiac lemans v6"""
-0.08087407476622951,-1.398586842447064,19.8,6,200.0,85.0,2990.0,18.2,79,1,"""mercury zephyr 6"""
-0.8500670817670404,-1.024500824927597,22.3,4,140.0,88.0,2890.0,17.3,79,1,"""ford fairmont 4"""
0.2103270754893418,-1.4943709214815002,20.2,6,232.0,90.0,3265.0,18.2,79,1,"""amc concord dl 6"""
0.5687028831276035,-1.2103026197758269,20.6,6,225.0,110.0,3360.0,16.6,79,1,"""dodge aspen 6"""
2.0935673789299813,-1.3039510632853597,17.0,8,305.0,130.0,3840.0,15.4,79,1,"""chevrolet caprice classic"""
2.178949653629078,-0.9720352193120124,17.6,8,302.0,129.0,3725.0,13.4,79,1,"""ford ltd landau"""
2.6518292353569173,-1.020751614973117,16.5,8,351.0,138.0,3955.0,13.2,79,1,"""mercury grand marquis"""
2.1525658349294234,-1.2827997730009952,18.2,8,318.0,135.0,3830.0,15.2,79,1,"""dodge st. regis"""
2.8335647063985308,-1.3378259272396655,16.9,8,350.0,155.0,4360.0,14.9,79,1,"""buick estate wagon (sw)"""
2.684188572869459,-1.1943462758861854,15.5,8,351.0,142.0,4054.0,14.3,79,1,"""ford country squire (sw)"""
1.7070751977901621,-1.1732830730804251,19.2,8,267.0,125.0,3605.0,15.0,79,1,"""chevrolet malibu classic (sw)"
2.7253493398324666,-0.9811122639204457,18.5,8,360.0,150.0,3940.0,13.0,79,1,"""chrysler lebaron town @ count"
-2.1942784396846924,0.28292021302868725,31.9,4,89.0,71.0,1925.0,14.0,79,2,"""vw rabbit custom"""
-2.8151082006997887,0.6866016438766033,34.1,4,86.0,65.0,1975.0,15.2,79,3,"""maxda glc deluxe"""
-1.9500565710801,-0.4307205416727635,35.7,4,98.0,80.0,1915.0,14.4,79,1,"""dodge colt hatchback custom"""
-1.1452925033045323,-0.6624270693310791,27.4,4,121.0,80.0,2670.0,15.0,79,1,"""amc spirit dl"""
-1.0183758088425914,-1.1681186293567105,25.4,5,183.0,77.0,3530.0,20.1,79,2,"""mercedes benz 300d"""
1.761505954991689,-1.749191280975633,23.0,8,350.0,125.0,3900.0,17.4,79,1,"""cadillac eldorado"""
-2.1889917079236754,-1.7141430544306728,27.2,4,141.0,71.0,3190.0,24.8,79,2,"""peugeot 504"""
0.30362757545260416,-2.3702054761112197,23.9,8,260.0,90.0,3420.0,22.2,79,1,"""oldsmobile cutlass salon brou"
-1.7004045267819539,-0.3398250292252038,34.2,4,105.0,70.0,2200.0,13.2,79,1,"""plymouth horizon"""
-1.9024283312049288,-0.5919438296092394,34.5,4,105.0,70.0,2150.0,14.9,79,1,"""plymouth horizon tc3"""
-3.068256965929499,0.08155690418859325,31.8,4,85.0,65.0,2020.0,19.2,79,3,"""datsun 210"""
-2.444019023854661,0.06647555160605172,37.3,4,91.0,69.0,2130.0,14.7,79,2,"""fiat strada custom"""
-1.0669779222389864,-0.8326269662542647,28.4,4,151.0,90.0,2670.0,16.0,79,1,"""buick skylark limited"""
0.15135512955838254,-0.20290548906604317,28.8,6,173.0,115.0,2595.0,11.3,79,1,"""chevrolet citation"""
0.14656908104418714,-0.45718808722084725,26.8,6,173.0,115.0,2700.0,12.9,79,1,"""oldsmobile omega brougham"""
-1.1046140763936052,-0.41968551355912936,33.5,4,151.0,90.0,2556.0,13.2,79,1,"""pontiac phoenix"""
-2.602690706340888,-0.149133190312526,41.5,4,98.0,76.0,2144.0,14.7,80,2,"""vw rabbit"""
-3.4602458609264755,-0.10573442993365938,38.1,4,89.0,60.0,1968.0,18.8,80,3,"""toyota corolla tercel"""
-1.9416522302927397,-0.831854479612166,32.1,4,98.0,70.0,2120.0,15.5,80,1,"""chevrolet chevette"""
-3.120983067445467,0.2771689675942401,37.2,4,86.0,65.0,2019.0,16.4,80,3,"""datsun 310"""
-1.1494477733082562,-1.0931939240304152,28.0,4,151.0,90.0,2678.0,16.5,80,1,"""chevrolet citation"""
-1.197463531596302,-1.3655333629524358,26.4,4,140.0,88.0,2870.0,18.1,80,1,"""ford fairmont"""
-1.1575821723649655,-1.6947882995902257,24.3,4,151.0,90.0,3003.0,20.1,80,1,"""amc concord"""
0.1858418843903166,-1.7671937009970882,19.1,6,225.0,90.0,3381.0,18.7,80,1,"""dodge aspen"""
-2.3143159884017503,-0.2566892412109179,34.3,4,97.0,78.0,2188.0,15.8,80,2,"""audi 4000"""
-1.8872753409334617,0.3253826312281475,29.8,4,134.0,90.0,2711.0,15.5,80,3,"""toyota corona liftback"""
-2.4457549293247496,0.019691618666456672,31.3,4,120.0,75.0,2542.0,17.5,80,3,"""mazda 626"""
-2.366902323883354,0.4288326536658607,37.0,4,119.0,92.0,2434.0,15.0,80,3,"""datsun 510 hatchback"""
-2.449215027910589,0.4489043139264598,32.2,4,108.0,75.0,2265.0,15.2,80,3,"""toyota corolla"""
-3.6871715696870213,-0.06269637398522661,46.6,4,86.0,65.0,2110.0,17.9,80,3,"""mazda glc"""
-0.7091189279116935,-0.762599215437955,27.9,4,156.0,105.0,2800.0,14.4,80,1,"""dodge colt"""
-3.5289908262998138,-0.2085899744032212,40.8,4,85.0,65.0,2110.0,19.2,80,3,"""datsun 210"""
-3.764359864070883,-1.3082178287344037,44.3,4,90.0,48.0,2085.0,21.7,80,2,"""vw rabbit c (diesel)"""
-3.793034184153321,-1.670340730151145,43.4,4,90.0,48.0,2335.0,23.7,80,2,"""vw dasher (diesel)"""
-2.229994327184615,-1.233994344561241,36.4,5,121.0,67.0,2950.0,19.9,80,2,"""audi 5000s (diesel)"""
-2.090169378856038,-1.4951709793554997,30.0,4,146.0,67.0,3250.0,21.8,80,2,"""mercedes-benz 240d"""
-3.2771006511817258,0.6517167940047653,44.6,4,91.0,67.0,1850.0,13.8,80,3,"""honda civic 1500 gl"""
-2.7270044459786065,-0.3709636815695175,40.9,4,85.0,,1835.0,17.3,80,2,"""renault lecar deluxe"""
-2.981635882343588,0.023181412594665902,33.8,4,97.0,67.0,2145.0,18.0,80,3,"""subaru dl"""
-2.4046247330713526,-0.08887259229343887,29.8,4,89.0,62.0,1845.0,15.3,80,2,"""vokswagen rabbit"""
-0.49567156652908706,0.8055364921409447,32.7,6,168.0,132.0,2910.0,11.4,80,3,"""datsun 280-zx"""
-1.8258856972351105,1.0968310515127049,23.7,3,70.0,100.0,2420.0,12.5,80,3,"""mazda rx-7 gs"""
-1.9293353484827371,-0.23419487351177984,35.0,4,122.0,88.0,2500.0,15.1,80,2,"""triumph tr7 coupe"""
-0.5063216080573015,-0.7166039274584858,23.6,4,140.0,,2905.0,14.3,80,1,"""ford mustang cobra"""
-2.65530459011917,0.15627079768129096,32.4,4,107.0,72.0,2290.0,17.0,80,3,"""honda accord"""
-1.3067951548936492,-1.099151721771017,27.2,4,135.0,84.0,2490.0,15.7,81,1,"""plymouth reliant"""
-1.2112027387575517,-1.2564879286633972,26.6,4,151.0,84.0,2635.0,16.4,81,1,"""buick skylark"""
-0.8835753162125058,-0.9205793888950489,25.8,4,156.0,92.0,2620.0,14.4,81,1,"""dodge aries wagon (sw)"""
0.18279196838211223,-0.7716102749777871,23.5,6,173.0,110.0,2725.0,12.6,81,1,"""chevrolet citation"""
-1.2262879617575875,-0.6673757835915514,30.0,4,135.0,84.0,2385.0,12.9,81,1,"""plymouth reliant"""
-3.5473735807101234,0.05173762119923632,39.1,4,79.0,58.0,1755.0,16.9,81,3,"""toyota starlet"""
-2.6546486926437995,-1.1607204622034295,39.0,4,86.0,64.0,1875.0,16.4,81,1,"""plymouth champ"""
-3.2413473791240723,0.2136800520157194,35.1,4,81.0,60.0,1760.0,16.1,81,3,"""honda civic 1300"""
-2.984258975443914,-0.09755010748721303,32.3,4,97.0,67.0,2065.0,17.8,81,3,"""subaru"""
-3.4823708718945325,-0.3561389987697917,37.0,4,85.0,65.0,1975.0,19.4,81,3,"""datsun 210 mpg"""
-3.294563358991258,-0.07103625389222935,37.7,4,89.0,62.0,2050.0,17.3,81,3,"""toyota tercel"""
-2.9521478892033794,0.19304913524356282,34.1,4,91.0,68.0,1985.0,16.0,81,3,"""mazda glc 4"""
-2.0699919069419126,-1.000293762665141,34.7,4,105.0,63.0,2215.0,14.9,81,1,"""plymouth horizon 4"""
-2.268322561801204,-1.1414590527432542,34.4,4,98.0,65.0,2045.0,16.2,81,1,"""ford escort 4w"""
-2.3185877627912017,-1.8768337093355787,29.9,4,98.0,65.0,2380.0,20.7,81,1,"""ford escort 2h"""
-2.1626454004651405,-0.2048494008378731,33.0,4,105.0,74.0,2190.0,14.2,81,2,"""volkswagen jetta"""
-2.03308262272072,-0.4051165443159507,34.5,4,100.0,,2320.0,15.8,81,2,"""renault 18i"""
-2.534800650938725,0.3880381648902737,33.7,4,107.0,75.0,2210.0,14.4,81,3,"""honda prelude"""
-2.6304560927640876,-0.0057816525751526624,32.4,4,108.0,75.0,2350.0,16.8,81,3,"""toyota corolla"""
-2.033692750012992,0.28954922392584886,32.9,4,119.0,100.0,2615.0,14.8,81,3,"""datsun 200sx"""
-2.5616193223287946,-0.31752524734579435,31.6,4,120.0,74.0,2635.0,18.3,81,3,"""mazda 626"""
-1.8144358812738854,-1.399599205032595,28.1,4,141.0,80.0,3230.0,20.4,81,2,"""peugeot 505s turbo diesel"""
-1.450148420467267,-1.4529987815052179,30.7,6,145.0,76.0,3160.0,19.6,81,2,"""volvo diesel"""
-0.4782137584457937,0.4594931797551059,25.4,6,168.0,116.0,2900.0,12.6,81,3,"""toyota cressida"""
-0.566614565069253,0.3154775578176495,24.2,6,146.0,120.0,2930.0,13.8,81,3,"""datsun 810 maxima"""
0.4906574574631277,-1.4948261983348035,22.4,6,231.0,110.0,3415.0,15.8,81,1,"""buick century"""
1.0229176023195996,-2.4121724937645017,26.6,8,350.0,105.0,3725.0,19.0,81,1,"""oldsmobile cutlass ls"""
-0.04661132226882869,-1.6122280571115817,20.2,6,200.0,88.0,3060.0,17.1,81,1,"""ford granada gl"""
0.39205002682337436,-1.6503564865187965,17.6,6,225.0,85.0,3465.0,16.6,81,1,"""chrysler lebaron salon"""
-1.7752688342891416,-1.882592932462271,28.0,4,112.0,88.0,2605.0,19.6,82,1,"""chevrolet cavalier"""
-1.6130034436422047,-1.7281337679402882,27.0,4,112.0,88.0,2640.0,18.6,82,1,"""chevrolet cavalier wagon"""
-2.018471711061618,-1.6387899806905617,34.0,4,112.0,88.0,2395.0,18.0,82,1,"""chevrolet cavalier 2-door"""
-1.6423963506295232,-1.3874458444201498,31.0,4,112.0,85.0,2575.0,16.2,82,1,"""pontiac j2000 se hatchback"""
-1.4661040930458271,-1.3558079906101694,29.0,4,135.0,84.0,2525.0,16.0,82,1,"""dodge aries se"""
-1.3330259010483103,-1.699727350172677,27.0,4,151.0,90.0,2735.0,18.0,82,1,"""pontiac phoenix"""
-0.992256685766658,-1.4395661664341826,24.0,4,140.0,92.0,2865.0,16.4,82,1,"""ford fairmont futura"""
-1.0825415550765214,-2.0818736594769627,23.0,4,151.0,,3035.0,20.5,82,1,"""amc concord dl"""
-2.574842600611482,-0.5346368931328928,36.0,4,105.0,74.0,1980.0,15.3,82,2,"""volkswagen rabbit l"""
-3.3461294279856526,-0.3675741528739418,37.0,4,91.0,68.0,2025.0,18.2,82,3,"""mazda glc custom l"""
-3.0176162783608005,-0.206462236375505,31.0,4,91.0,68.0,1970.0,17.6,82,3,"""mazda glc custom"""
-2.3149952280329176,-1.1625216934905267,38.0,4,105.0,63.0,2125.0,14.7,82,1,"""plymouth horizon miser"""
-2.421380741664297,-1.516535663799777,36.0,4,98.0,70.0,2125.0,17.3,82,1,"""mercury lynx l"""
-2.553245229453887,0.20033942687254164,36.0,4,120.0,88.0,2160.0,14.5,82,3,"""nissan stanza xe"""
-2.7186777242432694,0.16757650553048986,36.0,4,107.0,75.0,2205.0,14.5,82,3,"""honda accord"""
-2.879088566891853,-0.20907908254581478,34.0,4,108.0,70.0,2245.0,16.9,82,3,"""toyota corolla"""
-3.127019818012716,0.12825036862973824,38.0,4,91.0,67.0,1965.0,15.0,82,3,"""honda civic"""
-2.89726622149173,0.07542280435266521,32.0,4,91.0,67.0,1965.0,15.7,82,3,"""honda civic (auto)"""
-3.228066932174506,-0.06405409540665809,38.0,4,91.0,67.0,1995.0,16.2,82,3,"""datsun 310 gx"""
-0.1779072055196065,-1.6201483324627912,25.0,6,181.0,110.0,2945.0,16.4,82,1,"""buick century limited"""
-0.7801140270581434,-2.01559076053305,38.0,6,262.0,85.0,3015.0,17.0,82,1,"""oldsmobile cutlass ciera (die"
-0.9777707193478133,-1.1143160779855361,26.0,4,156.0,92.0,2585.0,14.5,82,1,"""chrysler lebaron medallion"""
0.3068503744860101,-1.3578674529986927,22.0,6,232.0,112.0,2835.0,14.7,82,1,"""ford granada l"""
-1.878088522554806,0.19789282989228518,32.0,4,144.0,96.0,2665.0,13.9,82,3,"""toyota celica gt"""
-1.5980904394433941,-0.9192529068615214,36.0,4,135.0,84.0,2370.0,13.0,82,1,"""dodge charger 2.2"""
-1.1634308274382865,-1.6455160750909463,27.0,4,151.0,90.0,2950.0,17.3,82,1,"""chevrolet camaro"""
-1.1617605959260506,-1.3421634244370622,27.0,4,140.0,86.0,2790.0,15.6,82,1,"""ford mustang gl"""
-4.053326616397438,-2.130712872970426,44.0,4,97.0,52.0,2130.0,24.6,82,2,"""vw pickup"""
-1.3012213172429572,-0.6482670085812217,32.0,4,135.0,84.0,2295.0,11.6,82,1,"""dodge rampage"""
-1.730839415375416,-1.7685219704180817,28.0,4,120.0,79.0,2625.0,18.6,82,1,"""ford ranger"""
-1.8839431117059822,-1.9332283176617746,31.0,4,119.0,82.0,2720.0,19.4,82,1,"""chevy s-10"""
